Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
2025-10-22,2025,10,22,Wednesday,42,2025-42,731.93,738.68,722.15,731.51,8734500,0.00019085797796369874,717.1128571428571,742.6326000000001
2025-10-23,2025,10,23,Thursday,42,2025-42,732.79,740.48,731.2,732.1,9856000,0.0008044209191491181,718.7828571428572,741.724
2025-10-24,2025,10,24,Friday,42,2025-42,734.88,739.29,729.25,736.44,9151300,0.005940059993363667,720.3999999999999,740.8614000000001
2025-10-27,2025,10,27,Monday,43,2025-43,747.79,753.79,746.07,748.87,11321100,0.01687523086739673,723.0885714285714,740.1856
2025-10-28,2025,10,28,Tuesday,43,2025-43,750.68,756.43,743.59,749.49,12193800,0.0008257044038546546,725.4821428571429,739.8781999999999
2025-10-29,2025,10,29,Wednesday,43,2025-43,752.79,757.19,740.58,749.72,26818600,0.0003061160920236894,726.7757142857143,739.8919999999999
2025-10-30,2025,10,30,Thursday,43,2025-43,667.41,679.19,648.48,664.74,88440100,-0.11334764097342975,724.0092857142857,738.2812000000001
2025-10-31,2025,10,31,Friday,43,2025-43,672.76,673.14,643.9,646.67,56953200,-0.02718793424146171,719.2114285714287,736.4808
2025-11-03,2025,11,3,Monday,44,2025-44,654.3,657.62,634.53,636.06,33003600,-0.016410837138347456,714.1578571428572,734.1555999999999
2025-11-04,2025,11,4,Tuesday,44,2025-44,626.41,640.08,624.39,625.69,27356600,-0.016292750369489406,707.7292857142858,731.6526000000001
2025-11-05,2025,11,5,Wednesday,44,2025-44,630.67,640.56,624.91,634.3,20219900,0.013756921162278335,702.3064285714287,729.3058
2025-11-06,2025,11,6,Thursday,44,2025-44,634.2,634.35,616.4,617.33,23628800,-0.02674739636056278,695.3257142857143,726.7536
2025-11-07,2025,11,7,Friday,44,2025-44,614.89,620.52,599.64,620.1,29946800,0.004475497179419419,687.4564285714287,724.1823999999999
2025-11-10,2025,11,10,Monday,45,2025-45,629.45,633.35,616.51,630.12,19245000,0.016164987183643786,680.2242857142857,722.0590000000001
2025-11-11,2025,11,11,Tuesday,45,2025-45,626.37,627.93,617.78,625.45,13302200,-0.007407855845244615,672.6485714285715,719.9137999999999
2025-11-12,2025,11,12,Wednesday,45,2025-45,626.5,627.36,606.19,607.43,24493300,-0.02881611159562303,663.7435714285714,717.3695999999999
2025-11-13,2025,11,13,Thursday,45,2025-45,611.48,616.05,601.44,608.31,20973800,0.0014450164266244236,654.5914285714287,714.6118000000001
2025-11-14,2025,11,14,Friday,45,2025-45,600.23,612.09,593.66,607.88,20724100,-0.0007050607549257126,644.5207142857143,711.7696000000001
2025-11-17,2025,11,17,Monday,46,2025-46,607.46,610.1,593.86,600.45,16501300,-0.012224019503006667,633.875,708.7818
2025-11-18,2025,11,18,Tuesday,46,2025-46,590.07,602.09,582.27,596.14,25500600,-0.00717583145324463,622.905,705.4406
2025-11-19,2025,11,19,Wednesday,46,2025-46,592.18,593.79,579.74,588.79,24744700,-0.012330821956167193,617.4800000000001,702.2259999999999
2025-11-20,2025,11,20,Thursday,46,2025-46,601.93,605.15,581.84,587.62,20603000,-0.0019820220647155384,613.2621428571429,699.0094
2025-11-21,2025,11,21,Friday,46,2025-46,586.97,596.57,580.35,592.71,21052600,0.00865657608744197,610.1657142857142,695.8012
2025-11-24,2025,11,24,Monday,47,2025-47,597.17,615.1,596.08,611.46,23554900,0.03163649724393203,609.1492857142857,692.7864
2025-11-25,2025,11,25,Tuesday,47,2025-47,622.38,635.4,616.7,634.57,25213000,0.03779448034149202,609.1685714285715,689.9486
2025-11-26,2025,11,26,Wednesday,47,2025-47,636.04,636.7,629.99,631.97,15209500,-0.004102325074083035,610.2142857142857,687.1242
2025-11-28,2025,11,28,Friday,47,2025-47,634.43,646.37,633.85,646.27,11033200,0.022632308480398544,612.0835714285714,684.4956000000001
2025-12-01,2025,12,1,Monday,48,2025-48,637.89,643.65,636.11,639.21,13029900,-0.010926881437306246,612.7328571428571,681.763
2025-12-02,2025,12,2,Tuesday,48,2025-48,640.67,646.19,636.41,645.42,11640900,0.009721205697630353,614.1592857142857,679.4078
2025-12-03,2025,12,3,Wednesday,48,2025-48,642.74,647.17,635.9,637.94,11134300,-0.011590149701411367,616.3385714285714,677.0978
2025-12-04,2025,12,4,Thursday,48,2025-48,674.25,674.35,658.34,659.81,29874600,0.03428714558771495,620.0171428571429,675.1202000000001
2025-12-05,2025,12,5,Friday,48,2025-48,662.28,672.94,660.67,671.67,21207900,0.01797344629130926,624.5735714285714,673.6142
2025-12-08,2025,12,8,Monday,49,2025-49,667.6,674.95,663.34,665.07,13161000,-0.009830443232759278,629.1892857142857,672.0792
2025-12-09,2025,12,9,Tuesday,49,2025-49,662.05,662.76,651.65,655.26,12997100,-0.014757017177333132,633.4121428571427,670.355
2025-12-10,2025,12,10,Wednesday,49,2025-49,648.26,652.81,641.73,648.44,16910900,-0.010396330527153719,637.6728571428572,668.6744
2025-12-11,2025,12,11,Thursday,49,2025-49,641.62,653.58,639.14,651.02,13056700,0.003968430640565401,642.2014285714286,667.3852
2025-12-12,2025,12,12,Friday,49,2025-49,648.11,709.16,636.95,642.56,14016900,-0.012992089073395885,645.7621428571429,665.7331999999999
2025-12-15,2025,12,15,Monday,50,2025-50,644.55,651.84,637.56,646.36,15549100,0.005911177226745945,648.255,664.4860000000001
2025-12-16,2025,12,16,Tuesday,50,2025-50,642.35,661.36,642.05,655.98,14309100,0.014887750740940842,649.7842857142857,663.3295999999999
2025-12-17,2025,12,17,Wednesday,50,2025-50,654.44,660.05,648.04,648.34,15598500,-0.011641138735122958,650.9535714285714,662.0717999999999
2025-12-18,2025,12,18,Thursday,50,2025-50,655.86,669.37,655.29,663.27,20260300,0.023017737887457423,652.1678571428572,661.0175999999999
2025-12-19,2025,12,19,Friday,50,2025-50,665.23,669.81,657.01,657.6,49977100,-0.008548476966659946,653.4814285714286,659.5373999999999
2025-12-22,2025,12,22,Monday,51,2025-51,660.47,672.38,655.48,660.32,15659400,0.004144023952324716,654.5457142857143,658.6744
2025-12-23,2025,12,23,Tuesday,51,2025-51,658.87,664.81,657.08,663.76,8486800,0.005200339374807461,656.3900000000001,657.6727999999999
2025-12-24,2025,12,24,Wednesday,51,2025-51,661.35,666.99,661.02,666.36,5627500,0.003925249320044566,656.8578571428571,656.8638000000001
2025-12-26,2025,12,26,Friday,51,2025-51,666.87,667.76,660.14,662.11,7133800,-0.006381675935284714,656.1750000000001,655.7922
2025-12-29,2025,12,29,Monday,52,2025-52,656.84,659.07,653.22,657.52,8506500,-0.006935016176265574,655.6357142857144,654.7382
2025-12-30,2025,12,30,Tuesday,52,2025-52,657.52,671.02,656.67,664.76,9187500,0.011021872665698318,656.3142857142858,653.7322
